post_id,handle,platform,post_date,post_time_est,follower_count,impressions,engagement_rate,disclosure_pattern,compliance_status,health_claim_detected,health_claim_compliant,penalty_exposure_usd,review_date,reviewer,action_required,notes
POST-1052,@guthealth_guru,TikTok,2026-01-20,22:00:00,17718,4857,6.16,"#ad at post beginning",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-02-25,Sarah Chen,UPDATE DISCLOSURE,Follow up required before next post
POST-1053,@microbiome_maven,Reels,2026-02-23,13:00:00,28031,8387,5.1,"Disclosure in bio only",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-03-28,Sarah Chen,UPDATE DISCLOSURE,Follow up required before next post
POST-1054,@digestive_digest,YouTube,2026-01-14,12:00:00,86796,14464,4.43,"Disclosure in bio only",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-02-19,Sarah Chen,UPDATE DISCLOSURE,Formal notice issued
POST-1055,@supplementspro,Reels,2026-01-05,18:30:00,17398,6710,2.91,"#ad buried as last hashtag",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-02-10,Casey Park,UPDATE DISCLOSURE,Influencer agreement updated
POST-1056,@immunity_insider,YouTube,2026-02-04,16:00:00,49627,15888,4.2,"#ad first hashtag",COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,0,2026-03-09,Sarah Chen,NONE,Verbal reminder sent to influencer
POST-1057,@cleanwellness,Instagram,2026-01-06,22:00:00,38544,14995,5.87,"Ad: at beginning",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-02-11,Casey Park,UPDATE DISCLOSURE,Compliant - no action needed
POST-1058,@immunity_insider,Instagram Stories,2026-03-08,20:30:00,19391,3452,4.93,"Disclosure in bio only",NON-COMPLIANT,"Gut health support (compliant with RCT)",Yes,51744,2026-03-13,Sarah Chen,UPDATE DISCLOSURE,Follow up required before next post
POST-1059,@digestive_digest,Instagram,2026-03-06,08:30:00,86041,19845,5.4,"No disclosure",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-11,Casey Park,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-1060,@microbiome_maven,Reels,2026-03-20,12:45:00,71482,23315,3.84,"Platform Paid Partnership only",COMPLIANT,"preliminary research (PROHIBITED)",No,0,2026-03-25,Jordan Ellis,NONE,Verbal reminder sent to influencer
POST-1061,@wellnesswithjenna,Instagram,2026-01-25,22:00:00,20588,5661,2.37,"Ad: at beginning",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-02-28,Jordan Ellis,UPDATE DISCLOSURE,Corrected in subsequent post
POST-1062,@fitandfueled,Reels,2026-02-26,21:30:00,51022,9115,3.62,"#sponsored in middle",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-28,Sarah Chen,UPDATE DISCLOSURE,Follow up required before next post
POST-1063,@holistic_health_hub,Reels,2026-01-01,12:15:00,12545,2848,4.85,"#ad at post beginning",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-02-06,Jordan Ellis,UPDATE DISCLOSURE,Follow up required before next post
POST-1064,@supplementspro,TikTok,2026-02-03,09:45:00,23244,5352,2.99,"Verbal only (video)",COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,0,2026-03-08,Jordan Ellis,NONE,Corrected in subsequent post
POST-1065,@vitalitycoach,Reels,2026-03-04,19:30:00,17274,3252,5.96,"Verbal only (video)",COMPLIANT,"may help immune function (PROHIBITED)",No,0,2026-03-09,Casey Park,NONE,Corrected in subsequent post
POST-1066,@probiotic_life,Instagram,2026-02-01,11:30:00,37502,10323,3.81,"Platform Paid Partnership only",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-03-06,Jordan Ellis,NONE,Follow up required before next post
POST-1067,@fitandfueled,Instagram Stories,2026-02-23,22:15:00,25822,5079,0.86,"#sponsored in middle",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-28,Sarah Chen,UPDATE DISCLOSURE,Compliant - no action needed
POST-1068,@guthealth_guru,Reels,2026-01-10,17:45:00,61645,23422,2.71,"Verbal only (video)",COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,0,2026-02-15,Casey Park,NONE,Follow up required before next post
POST-1069,@guthealth_guru,Instagram Stories,2026-02-27,08:15:00,19527,4717,1.79,"Platform Paid Partnership only",COMPLIANT,"Supports immune health (compliant)",Yes,0,2026-03-28,Sarah Chen,NONE,Influencer agreement updated
POST-1070,@microbiome_maven,Instagram,2026-02-13,14:45:00,75951,28110,2.29,"#sponsored in middle",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-18,Sarah Chen,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-1071,@supplementspro,Instagram Stories,2026-02-10,10:15:00,43838,16509,3.86,"#ad first hashtag",COMPLIANT,"supports gut microbiome (compliant)",Yes,0,2026-03-15,Sarah Chen,NONE,Verbal reminder sent to influencer
POST-1072,@holistic_health_hub,Instagram,2026-01-24,21:00:00,20647,8371,5.53,"#ad first hashtag",COMPLIANT,"may help immune function (PROHIBITED)",No,0,2026-02-28,Casey Park,NONE,Formal notice issued
POST-1073,@vitamindiary,Instagram,2026-03-25,08:00:00,30256,9934,1.86,"No disclosure",NON-COMPLIANT,"Gut health support (compliant with RCT)",Yes,51744,2026-03-28,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-1074,@digestive_digest,Reels,2026-02-25,14:00:00,78513,16140,3.32,"#ad at post beginning",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-28,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-1075,@guthealth_guru,Instagram,2026-02-19,21:30:00,25971,5765,6.18,"Ad: at beginning",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-24,Casey Park,UPDATE DISCLOSURE,Corrected in subsequent post
POST-1076,@holistic_health_hub,Instagram Stories,2026-02-02,18:30:00,85391,26412,3.85,"Ad: at beginning",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-03-07,Jordan Ellis,UPDATE DISCLOSURE,Follow up required before next post
POST-1077,@supplementspro,Instagram Stories,2026-01-27,21:45:00,22488,9735,5.44,"#ad at post beginning",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-02-28,Casey Park,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-1078,@immunity_insider,Instagram Stories,2026-01-04,18:30:00,39393,16524,5.31,"Platform Paid Partnership only",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-02-09,Sarah Chen,NONE,Verbal reminder sent to influencer
POST-1079,@wellnesswithjenna,Reels,2026-02-26,21:00:00,57369,10920,3.67,"#ad at post beginning",NON-COMPLIANT,"Gut health support (compliant with RCT)",Yes,51744,2026-03-28,Casey Park,UPDATE DISCLOSURE,Corrected in subsequent post
POST-1080,@fitandfueled,YouTube,2026-03-14,17:15:00,36055,12251,5.66,"Ad: at beginning",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-03-19,Sarah Chen,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-1081,@vitalitycoach,YouTube,2026-01-20,11:30:00,35618,9988,2.2,"#sponsored in middle",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-02-25,Casey Park,UPDATE DISCLOSURE,Corrected in subsequent post
POST-1082,@probiotic_life,TikTok,2026-03-04,08:00:00,89197,27379,4.29,"#sponsored in middle",NON-COMPLIANT,"Gut health support (compliant with RCT)",Yes,51744,2026-03-09,Jordan Ellis,UPDATE DISCLOSURE,Corrected in subsequent post
POST-1083,@holistic_health_hub,YouTube,2026-03-08,22:45:00,67006,13036,5.89,"Verbal only (video)",COMPLIANT,"No health claim made (compliant)",Yes,0,2026-03-13,Sarah Chen,NONE,Corrected in subsequent post
POST-1084,@digestive_digest,Reels,2026-01-13,21:30:00,89690,13471,2.63,"#ad at post beginning",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-02-18,Jordan Ellis,UPDATE DISCLOSURE,Follow up required before next post
POST-1085,@supplementspro,TikTok,2026-01-18,16:45:00,51616,14652,5.64,"Ad: at beginning",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-02-23,Jordan Ellis,UPDATE DISCLOSURE,Compliant - no action needed
POST-1086,@cleanwellness,Reels,2026-02-26,10:15:00,32098,6366,5.45,"#ad buried as last hashtag",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-03-28,Jordan Ellis,UPDATE DISCLOSURE,Compliant - no action needed
POST-1087,@vitalitycoach,YouTube,2026-03-10,19:15:00,44148,10500,3.02,"Disclosure in bio only",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-03-15,Jordan Ellis,UPDATE DISCLOSURE,Compliant - no action needed
POST-1088,@guthealth_guru,Instagram,2026-03-23,10:15:00,33118,14278,2.75,"#sponsored in middle",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-28,Sarah Chen,UPDATE DISCLOSURE,Corrected in subsequent post
POST-1089,@vitamindiary,TikTok,2026-03-16,21:15:00,53214,9714,2.28,"No disclosure",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-21,Casey Park,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-1090,@guthealth_guru,Instagram,2026-01-15,08:45:00,91112,33295,3.54,"#ad buried as last hashtag",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-02-20,Sarah Chen,UPDATE DISCLOSURE,Corrected in subsequent post
POST-1091,@nutriscience,TikTok,2026-02-13,11:45:00,43475,15778,2.34,"#ad first hashtag",COMPLIANT,"supports gut microbiome (compliant)",Yes,0,2026-03-18,Casey Park,NONE,Corrected in subsequent post
POST-1092,@vitamindiary,YouTube,2026-02-23,08:30:00,34612,15569,3.54,"Disclosure in bio only",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-03-28,Casey Park,UPDATE DISCLOSURE,Compliant - no action needed
POST-1093,@cleanwellness,Instagram Stories,2026-03-20,11:30:00,49405,17524,4.81,"No disclosure",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-25,Casey Park,UPDATE DISCLOSURE,Compliant - no action needed
POST-1094,@supplementspro,TikTok,2026-02-09,21:00:00,32597,9237,6.19,"#ad buried as last hashtag",NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,51744,2026-03-14,Casey Park,UPDATE DISCLOSURE,Influencer agreement updated
POST-1095,@digestive_digest,Instagram Stories,2026-02-28,09:15:00,57779,17577,1.31,"No disclosure",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-28,Casey Park,UPDATE DISCLOSURE,Influencer agreement updated
POST-1096,@guthealth_guru,Reels,2026-01-03,18:30:00,82405,22660,1.6,"#ad first hashtag",COMPLIANT,"supports gut microbiome (compliant)",Yes,0,2026-02-08,Sarah Chen,NONE,Verbal reminder sent to influencer
POST-1097,@vitalitycoach,Instagram,2026-01-02,11:45:00,13086,4173,1.75,"#sponsored in middle",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-02-07,Sarah Chen,UPDATE DISCLOSURE,Compliant - no action needed
POST-1098,@nutriscience,Instagram Stories,2026-03-13,10:15:00,86097,21156,3.59,"Ad: at beginning",NON-COMPLIANT,"may help immune function (PROHIBITED)",No,51744,2026-03-18,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-1099,@digestive_digest,Instagram Stories,2026-01-19,12:00:00,42007,12212,6.09,"No disclosure",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-02-24,Sarah Chen,UPDATE DISCLOSURE,Follow up required before next post
POST-1100,@nourishednaturally,Instagram Stories,2026-01-21,21:45:00,64063,17136,3.03,"#ad first hashtag",COMPLIANT,"preliminary research (PROHIBITED)",No,0,2026-02-26,Casey Park,NONE,Follow up required before next post
POST-1101,@microbiome_maven,Reels,2026-01-06,12:00:00,52600,10595,4.37,"#ad buried as last hashtag",NON-COMPLIANT,"may help immune function (PROHIBITED)",No,51744,2026-02-11,Jordan Ellis,UPDATE DISCLOSURE,Formal notice issued
POST-1102,@nutriscience,YouTube,2026-03-02,20:15:00,39520,11542,4.96,"Verbal only (video)",COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,0,2026-03-07,Casey Park,NONE,Compliant - no action needed
POST-1103,@microbiome_maven,Instagram,2026-02-13,22:30:00,56604,17699,5.68,"Verbal only (video)",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-03-18,Jordan Ellis,NONE,Verbal reminder sent to influencer
POST-1104,@probiotic_life,TikTok,2026-02-25,14:15:00,93239,22725,4.46,"Verbal only (video)",COMPLIANT,"No health claim made (compliant)",Yes,0,2026-03-28,Jordan Ellis,NONE,Follow up required before next post
POST-1105,@guthealth_guru,Instagram Stories,2026-02-10,17:30:00,72621,28609,4.0,"Disclosure in bio only",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-03-15,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-1106,@holistic_health_hub,YouTube,2026-01-15,09:15:00,75458,26137,3.77,"Verbal only (video)",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-02-20,Sarah Chen,NONE,Compliant - no action needed
POST-1107,@immunity_insider,Instagram Stories,2026-03-22,18:00:00,79090,13597,1.03,"Disclosure in bio only",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-03-27,Jordan Ellis,UPDATE DISCLOSURE,Corrected in subsequent post
POST-1108,@fitandfueled,Instagram,2026-02-17,12:00:00,82886,26061,3.23,"Platform Paid Partnership only",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-03-22,Jordan Ellis,NONE,Formal notice issued
POST-1109,@probiotic_life,Reels,2026-03-18,12:30:00,67382,15852,3.44,"Ad: at beginning",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-03-23,Jordan Ellis,UPDATE DISCLOSURE,Formal notice issued
POST-1110,@nourishednaturally,Instagram,2026-01-22,13:00:00,85607,26076,3.68,"Platform Paid Partnership only",COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,0,2026-02-27,Casey Park,NONE,Corrected in subsequent post
POST-1111,@fitandfueled,Reels,2026-03-19,22:45:00,75822,31938,4.66,"Verbal only (video)",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-03-24,Casey Park,NONE,Follow up required before next post
POST-1112,@microbiome_maven,YouTube,2026-02-21,08:15:00,37945,9844,4.12,"#ad at post beginning",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-26,Sarah Chen,UPDATE DISCLOSURE,Follow up required before next post
POST-1113,@probiotic_life,TikTok,2026-02-15,15:00:00,39425,7934,5.7,"#sponsored in middle",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-20,Jordan Ellis,UPDATE DISCLOSURE,Formal notice issued
POST-1114,@probiotic_life,YouTube,2026-01-17,22:00:00,82207,27100,3.87,"Platform Paid Partnership only",COMPLIANT,"promising results (PROHIBITED)",No,0,2026-02-22,Sarah Chen,NONE,Compliant - no action needed
POST-1115,@digestive_digest,YouTube,2026-02-15,14:00:00,65578,13426,2.88,"Ad: at beginning",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-20,Jordan Ellis,UPDATE DISCLOSURE,Formal notice issued
POST-1116,@fitandfueled,YouTube,2026-01-23,16:30:00,34266,5350,1.66,"#ad buried as last hashtag",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-02-28,Casey Park,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-1117,@nutriscience,Instagram Stories,2026-01-05,17:45:00,31118,12383,1.48,"#ad buried as last hashtag",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-02-10,Jordan Ellis,UPDATE DISCLOSURE,Follow up required before next post
POST-1118,@vitalitycoach,Instagram Stories,2026-02-20,18:30:00,85318,33016,6.15,"Ad: at beginning",NON-COMPLIANT,"may help immune function (PROHIBITED)",No,51744,2026-03-25,Sarah Chen,UPDATE DISCLOSURE,Corrected in subsequent post
POST-1119,@immunity_insider,Instagram,2026-01-01,10:15:00,24255,8941,5.0,"#ad first hashtag",COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,0,2026-02-06,Jordan Ellis,NONE,Compliant - no action needed
POST-1120,@cleanwellness,TikTok,2026-02-13,15:30:00,28404,7377,2.98,"#sponsored in middle",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-03-18,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-1121,@holistic_health_hub,YouTube,2026-03-17,20:00:00,17838,3586,6.15,"Ad: at beginning",NON-COMPLIANT,"No health claim made (compliant)",Yes,51744,2026-03-22,Sarah Chen,UPDATE DISCLOSURE,Influencer agreement updated
POST-1122,@vitamindiary,YouTube,2026-03-05,12:45:00,56253,14302,1.81,"#ad first hashtag",COMPLIANT,"promising results (PROHIBITED)",No,0,2026-03-10,Sarah Chen,NONE,Corrected in subsequent post
POST-1123,@probiotic_life,YouTube,2026-03-07,20:45:00,59326,14096,3.44,"#ad buried as last hashtag",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-03-12,Jordan Ellis,UPDATE DISCLOSURE,Influencer agreement updated
POST-1124,@immunity_insider,Instagram,2026-01-05,08:15:00,45213,19351,1.05,"#sponsored in middle",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-02-10,Sarah Chen,UPDATE DISCLOSURE,Formal notice issued
POST-1125,@nutriscience,Instagram,2026-02-08,09:15:00,50988,10578,3.72,"No disclosure",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-13,Casey Park,UPDATE DISCLOSURE,Corrected in subsequent post
POST-1126,@cleanwellness,TikTok,2026-01-03,11:15:00,56209,10178,1.05,"#ad buried as last hashtag",NON-COMPLIANT,"may help immune function (PROHIBITED)",No,51744,2026-02-08,Jordan Ellis,UPDATE DISCLOSURE,Influencer agreement updated
POST-1127,@immunity_insider,TikTok,2026-02-01,08:45:00,55548,24989,5.79,"Platform Paid Partnership only",COMPLIANT,"Helps strengthen immunity (PROHIBITED - 'helps')",No,0,2026-03-06,Jordan Ellis,NONE,Corrected in subsequent post
POST-1128,@wellnesswithjenna,Instagram Stories,2026-03-09,13:00:00,81009,32049,4.54,"#ad first hashtag",COMPLIANT,"Gut health support (compliant with RCT)",Yes,0,2026-03-14,Sarah Chen,NONE,Follow up required before next post
POST-1129,@microbiome_maven,TikTok,2026-02-03,22:00:00,93742,20996,3.01,"No disclosure",NON-COMPLIANT,"promising results (PROHIBITED)",No,51744,2026-03-08,Sarah Chen,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-1130,@vitamindiary,Reels,2026-02-17,11:45:00,36504,9137,5.5,"Platform Paid Partnership only",COMPLIANT,"Supports immune health (compliant)",Yes,0,2026-03-22,Jordan Ellis,NONE,Verbal reminder sent to influencer
POST-1131,@wellnesswithjenna,Instagram,2026-03-27,18:15:00,24162,5836,5.74,"#ad buried as last hashtag",NON-COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,51744,2026-03-28,Jordan Ellis,UPDATE DISCLOSURE,Compliant - no action needed
POST-1132,@cleanwellness,Instagram Stories,2026-01-11,13:15:00,17531,5298,1.16,"Ad: at beginning",NON-COMPLIANT,"Clinically demonstrated (PROHIBITED if no RCT)",No,51744,2026-02-16,Casey Park,UPDATE DISCLOSURE,Corrected in subsequent post
POST-1133,@digestive_digest,Instagram,2026-03-26,22:00:00,90064,39467,1.57,"Disclosure in bio only",NON-COMPLIANT,"supports gut microbiome (compliant)",Yes,51744,2026-03-28,Casey Park,UPDATE DISCLOSURE,Compliant - no action needed
POST-1134,@wellnesswithjenna,TikTok,2026-01-23,10:15:00,75259,26767,3.6,"#sponsored in middle",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-02-28,Sarah Chen,UPDATE DISCLOSURE,Verbal reminder sent to influencer
POST-1135,@guthealth_guru,Instagram Stories,2026-03-18,13:15:00,36475,14922,1.83,"#ad buried as last hashtag",NON-COMPLIANT,"Supports immune health (compliant)",Yes,51744,2026-03-23,Jordan Ellis,UPDATE DISCLOSURE,Follow up required before next post
POST-1136,@digestive_digest,Reels,2026-01-25,15:00:00,13775,4289,1.03,"#ad at post beginning",NON-COMPLIANT,"may help immune function (PROHIBITED)",No,51744,2026-02-28,Sarah Chen,UPDATE DISCLOSURE,Corrected in subsequent post
POST-1137,@supplementspro,Instagram,2026-02-04,19:15:00,26506,11267,5.37,"No disclosure",NON-COMPLIANT,"preliminary research (PROHIBITED)",No,51744,2026-03-09,Sarah Chen,UPDATE DISCLOSURE,Follow up required before next post
POST-1138,@holistic_health_hub,YouTube,2026-03-11,21:45:00,49961,20905,1.53,"Verbal only (video)",COMPLIANT,"Supports immune health (compliant)",Yes,0,2026-03-16,Sarah Chen,NONE,Formal notice issued
POST-1139,@nourishednaturally,TikTok,2026-01-24,13:30:00,31403,12889,1.88,"Verbal only (video)",COMPLIANT,"Doctor recommended (REQUIRES DISCLOSURE)",No,0,2026-02-28,Sarah Chen,NONE,Verbal reminder sent to influencer
