company_id,company_name,industry_segment,notice_received_date,notice_type,violations_alleged,penalty_per_violation_usd,total_penalty_usd,resolution_type,resolution_date,consent_order_provisions,advertising_claims_flagged,evidence_standard_failed,disclosure_issues,status
CO-0599,Supplement Co. 599,energy_supplement,2023-04-25,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,voluntary_correction,2024-10-03,Prohibition on further violations; compliance monitoring; consumer redress,fake reviews; preliminary studies (prohibited qualifier); results not typical disclaimer; review suppression; Made in USA false claim,RCT required but not available,YES,PENDING
CO-0600,Supplement Co. 600,probiotic_supplement,2023-04-28,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,ongoing_investigation,2024-08-27,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; preliminary studies (prohibited qualifier); undisclosed paid endorsement; may help support (prohibited qualifier); promising results (prohibited qualifier); scientifically proven without evidence,RCT required but not available,NO,OPEN
CO-0601,Supplement Co. 601,digestive_supplement,2023-04-26,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,ongoing_investigation,2024-07-15,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier); fake reviews; undisclosed paid endorsement; preliminary studies (prohibited qualifier); clinically demonstrated without RCT; review suppression,RCT required but not available,NO,OPEN
CO-0602,Supplement Co. 602,sleep_supplement,2023-04-16,Notice of Penalty Offenses (Substantiation),5,51744.0,103488.0,civil_penalty_settlement,2024-11-15,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier); review suppression; biodegradable false claim; undisclosed paid endorsement; clinically demonstrated without RCT,RCT required but not available,NO,RESOLVED
CO-0603,Supplement Co. 603,immune_supplement,2023-04-10,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,no_action_letter,2024-07-12,None,Made in USA false claim; preliminary studies (prohibited qualifier); may help support (prohibited qualifier); insider reviews undisclosed; fake reviews; clinically demonstrated without RCT; scientifically proven without evidence; review suppression,RCT required but not available,YES,OPEN
CO-0604,Supplement Co. 604,anti_aging_supplement,2023-04-16,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,voluntary_correction,2024-12-02,Prohibition on further violations; compliance monitoring; consumer redress,insider reviews undisclosed; fake reviews; promising results (prohibited qualifier); review suppression; Made in USA false claim,RCT required but not available,YES,RESOLVED
CO-0605,Supplement Co. 605,weight_loss_supplement,2023-04-21,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,ongoing_investigation,2024-05-12,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; biodegradable false claim; review suppression; Made in USA false claim; scientifically proven without evidence; results not typical disclaimer,RCT required but not available,NO,RESOLVED
CO-0606,Supplement Co. 606,probiotic_supplement,2023-04-10,Notice of Penalty Offenses (Substantiation),7,51744.0,310464.0,civil_penalty_settlement,2024-02-28,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier); fake reviews; review suppression; preliminary studies (prohibited qualifier); clinically demonstrated without RCT; Made in USA false claim; results not typical disclaimer,RCT required but not available,NO,OPEN
CO-0607,Supplement Co. 607,sleep_supplement,2023-04-27,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,voluntary_correction,2024-03-22,Prohibition on further violations; compliance monitoring; consumer redress,clinically demonstrated without RCT; promising results (prohibited qualifier); scientifically proven without evidence,RCT required but not available,NO,OPEN
CO-0608,Supplement Co. 608,probiotic_supplement,2023-04-26,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,voluntary_correction,2024-01-26,Prohibition on further violations; compliance monitoring; consumer redress,review suppression,RCT required but not available,YES,PENDING
CO-0609,Supplement Co. 609,anti_aging_supplement,2023-04-12,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,ongoing_investigation,2024-09-24,Prohibition on further violations; compliance monitoring; consumer redress,fake reviews; results not typical disclaimer; review suppression; promising results (prohibited qualifier),RCT required but not available,YES,OPEN
CO-0610,Supplement Co. 610,digestive_supplement,2023-04-16,Notice of Penalty Offenses (Substantiation),3,51744.0,517440.0,civil_penalty_settlement,2024-07-09,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); scientifically proven without evidence; fake reviews,RCT required but not available,NO,OPEN
CO-0611,Supplement Co. 611,probiotic_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,voluntary_correction,2024-09-15,Prohibition on further violations; compliance monitoring; consumer redress,undisclosed paid endorsement; review suppression; Made in USA false claim; promising results (prohibited qualifier); biodegradable false claim; fake reviews; scientifically proven without evidence; insider reviews undisclosed,RCT required but not available,YES,OPEN
CO-0612,Supplement Co. 612,energy_supplement,2023-04-27,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,no_action_letter,2024-05-10,None,insider reviews undisclosed,RCT required but not available,YES,PENDING
CO-0613,Supplement Co. 613,sleep_supplement,2023-04-23,Notice of Penalty Offenses (Substantiation),8,51744.0,413952.0,civil_penalty_settlement,2024-10-16,Prohibition on further violations; compliance monitoring; consumer redress,review suppression; undisclosed paid endorsement; insider reviews undisclosed; fake reviews; promising results (prohibited qualifier); may help support (prohibited qualifier); preliminary studies (prohibited qualifier); biodegradable false claim,RCT required but not available,NO,OPEN
CO-0614,Supplement Co. 614,digestive_supplement,2023-04-26,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,no_action_letter,2024-09-16,None,review suppression; scientifically proven without evidence; insider reviews undisclosed; results not typical disclaimer,RCT required but not available,YES,PENDING
CO-0615,Supplement Co. 615,beauty_supplement,2023-04-16,Notice of Penalty Offenses (Substantiation),8,51744.0,258720.0,civil_penalty_settlement,2024-08-19,Prohibition on further violations; compliance monitoring; consumer redress,Made in USA false claim; promising results (prohibited qualifier); clinically demonstrated without RCT; biodegradable false claim; scientifically proven without evidence; preliminary studies (prohibited qualifier); insider reviews undisclosed; may help support (prohibited qualifier),RCT required but not available,NO,OPEN
CO-0616,Supplement Co. 616,immune_supplement,2023-04-11,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,voluntary_correction,2024-03-04,Prohibition on further violations; compliance monitoring; consumer redress,review suppression; may help support (prohibited qualifier); Made in USA false claim; biodegradable false claim; preliminary studies (prohibited qualifier); scientifically proven without evidence,RCT required but not available,YES,RESOLVED
CO-0617,Supplement Co. 617,weight_loss_supplement,2023-04-22,Notice of Penalty Offenses (Substantiation),3,51744.0,0.0,no_action_letter,2024-01-20,None,results not typical disclaimer; review suppression; biodegradable false claim,RCT required but not available,NO,PENDING
CO-0618,Supplement Co. 618,immune_supplement,2023-04-13,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,voluntary_correction,2024-12-10,Prohibition on further violations; compliance monitoring; consumer redress,review suppression; promising results (prohibited qualifier); preliminary studies (prohibited qualifier); biodegradable false claim,RCT required but not available,NO,RESOLVED
CO-0619,Supplement Co. 619,beauty_supplement,2023-04-12,Notice of Penalty Offenses (Substantiation),5,51744.0,0.0,consent_order,2024-03-05,Prohibition on further violations; compliance monitoring; consumer redress,review suppression; preliminary studies (prohibited qualifier); undisclosed paid endorsement; scientifically proven without evidence; promising results (prohibited qualifier),RCT required but not available,NO,RESOLVED
CO-0620,Supplement Co. 620,beauty_supplement,2023-04-11,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,consent_order,2024-10-28,Prohibition on further violations; compliance monitoring; consumer redress,review suppression,RCT required but not available,NO,PENDING
CO-0621,Supplement Co. 621,immune_supplement,2023-04-18,Notice of Penalty Offenses (Substantiation),4,51744.0,0.0,consent_order,2024-02-06,Prohibition on further violations; compliance monitoring; consumer redress,may help support (prohibited qualifier); promising results (prohibited qualifier); undisclosed paid endorsement; insider reviews undisclosed,RCT required but not available,YES,PENDING
CO-0622,Supplement Co. 622,energy_supplement,2023-04-12,Notice of Penalty Offenses (Substantiation),6,51744.0,0.0,voluntary_correction,2024-07-20,Prohibition on further violations; compliance monitoring; consumer redress,biodegradable false claim; fake reviews; results not typical disclaimer; scientifically proven without evidence; promising results (prohibited qualifier); Made in USA false claim,RCT required but not available,NO,OPEN
CO-0623,Supplement Co. 623,probiotic_supplement,2023-04-26,Notice of Penalty Offenses (Substantiation),2,51744.0,413952.0,civil_penalty_settlement,2024-11-20,Prohibition on further violations; compliance monitoring; consumer redress,promising results (prohibited qualifier); results not typical disclaimer,RCT required but not available,YES,RESOLVED
CO-0624,Supplement Co. 624,cognitive_supplement,2023-04-11,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,ongoing_investigation,2024-05-15,Prohibition on further violations; compliance monitoring; consumer redress,preliminary studies (prohibited qualifier),RCT required but not available,NO,OPEN
CO-0625,Supplement Co. 625,digestive_supplement,2023-04-17,Notice of Penalty Offenses (Substantiation),8,51744.0,0.0,ongoing_investigation,2024-03-02,Prohibition on further violations; compliance monitoring; consumer redress,insider reviews undisclosed; results not typical disclaimer; clinically demonstrated without RCT; may help support (prohibited qualifier); promising results (prohibited qualifier); preliminary studies (prohibited qualifier); biodegradable false claim; review suppression,RCT required but not available,YES,OPEN
CO-0626,Supplement Co. 626,beauty_supplement,2023-04-18,Notice of Penalty Offenses (Substantiation),1,51744.0,0.0,ongoing_investigation,2024-10-05,Prohibition on further violations; compliance monitoring; consumer redress,undisclosed paid endorsement,RCT required but not available,NO,RESOLVED
CO-0627,Supplement Co. 627,probiotic_supplement,2023-04-27,Notice of Penalty Offenses (Substantiation),2,51744.0,0.0,no_action_letter,2024-08-24,None,fake reviews; scientifically proven without evidence,RCT required but not available,YES,PENDING
