post_id,handle,platform,post_date,post_time_est,follower_count,impressions,engagement_rate,reach,clicks,link_clicks,saves,shares,comments,likes,disclosure_pattern,disclosure_type,disclosure_timing,compliance_status,health_claim_detected,health_claim_category,health_claim_compliant,violation_category,penalty_exposure_usd,review_date,reviewer,resolution_status,resolution_action,resolution_date,legal_hold,notes,campaign_id,content_type,paid_partnership_tag,verbal_disclosure,visual_disclosure
SUPP-1347,@digestive_digest,Instagram,2026-01-03,15:15:00,97916,47826,1.21,36221,462,177,446,59,1133,1516,"#ad at post beginning",adequate,pre-content,COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,None,0,2026-02-06,Casey Park,RESOLVED,NONE,2026-02-10,No,"Influencer remediation tracking",CAMP-2026-013,Blog post,No,No,Yes
SUPP-1348,@wellnesswithjenna,Twitter/X,2026-02-23,12:45:00,114722,39063,4.56,27942,307,101,1106,430,1072,872,"Paid collab sticker only",inadequate,post-content or absent,NON-COMPLIANT,"Doctor-Formulated for immunity (REQUIRES substantiation per revised audit letter)",general_wellness,No,§255.5,51744,2026-03-26,Jordan Ellis,PENDING,COMPLIANT - NO ACTION,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-016,Short video (<60s),No,No,No
SUPP-1349,@cleanwellness,Facebook,2026-01-27,23:30:00,87687,29882,0.75,32461,852,341,646,125,643,623,"Verbal only (video)",adequate,pre-content,COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,None,0,2026-02-28,Casey Park,RESOLVED,NONE,2026-02-28,No,"Sarah Chen escalation review",CAMP-2026-007,Short video (<60s),No,Yes,No
SUPP-1350,@fitandfueled,Snapchat,2026-01-23,08:45:00,106439,22016,2.52,21279,1663,353,91,236,742,1806,"Verbal only (video)",adequate,pre-content,COMPLIANT,"ProBio+ clinically studied for immunity (compliant phrasing)",general_wellness,Yes,None,0,2026-02-26,Jordan Ellis,RESOLVED,NONE,2026-02-28,No,"Quarterly disclosure audit",CAMP-2026-010,Static image,No,Yes,No
SUPP-1351,@cleanwellness,Facebook,2026-01-25,09:45:00,18724,5927,4.31,4876,64,31,161,86,203,231,"Verbal only (video)",adequate,pre-content,COMPLIANT,"preliminary research suggests (PROHIBITED)",general_wellness,No,None,0,2026-02-28,Casey Park,RESOLVED,NONE,2026-02-28,No,"Sarah Chen escalation review",CAMP-2026-006,Reel,No,Yes,No
SUPP-1352,@fitandfueled,Reels,2026-03-04,23:00:00,117481,55855,3.55,47087,1683,326,87,258,1894,5463,"#ad at post beginning",adequate,pre-content,COMPLIANT,"L. acidophilus NCFM for immune health (compliant - 2 human RCTs)",health_efficacy,Yes,None,0,2026-03-07,Jordan Ellis,RESOLVED,NONE,2026-03-11,No,"Post-update-1 compliance sweep",CAMP-2026-003,Blog post,No,No,Yes
SUPP-1353,@wellnesswithjenna,TikTok,2026-02-26,22:45:00,35305,9286,6.25,9076,638,92,176,111,153,599,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"preliminary research suggests (PROHIBITED)",general_wellness,No,§255.5,51744,2026-03-28,Jordan Ellis,IN_REVIEW,REMOVE CLAIM,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-010,Long video (>60s),No,No,No
SUPP-1354,@guthealth_guru,Twitter/X,2026-01-19,07:15:00,114335,48697,0.64,44275,1407,683,1312,340,649,2764,"Verbal only (video)",adequate,pre-content,COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,None,0,2026-02-22,Casey Park,RESOLVED,NONE,2026-02-26,No,"Sarah Chen escalation review",CAMP-2026-014,Podcast mention,No,Yes,No
SUPP-1355,@microbiome_maven,Reels,2026-02-26,12:45:00,87866,29462,6.28,23158,903,463,316,207,266,2622,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,§255.5,51744,2026-03-28,Jordan Ellis,OPEN,OBTAIN LEGAL REVIEW,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-016,Live session,No,No,No
SUPP-1356,@probiotic_life,Pinterest,2026-03-19,18:00:00,56172,5814,1.07,5906,408,180,65,44,41,707,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"Results Not Typical disclaimer applies (OBSOLETE safe harbor - abolished 2009)",general_wellness,No,§255.5,51744,2026-03-22,Alex Rivera (Ext.),IN_REVIEW,MONITORING,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-002,Static image,No,No,No
SUPP-1357,@nourishednaturally,Reels,2026-01-24,10:30:00,64909,7766,1.86,5696,504,104,149,17,279,618,"#ad at post beginning",adequate,pre-content,COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,None,0,2026-02-27,Sarah Chen,RESOLVED,NONE,2026-02-28,No,"Quarterly disclosure audit",CAMP-2026-006,Static image,No,No,Yes
SUPP-1358,@guthealth_guru,Facebook,2026-02-28,18:30:00,65491,27190,5.87,21379,222,68,246,78,272,3318,"Disclosure at post end",inadequate,post-content or absent,NON-COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,§255.5,51744,2026-03-28,Alex Rivera (Ext.),PENDING,ESCALATE TO CCO,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-019,Podcast mention,No,No,No
SUPP-1359,@immunity_insider,Pinterest,2026-01-04,09:30:00,18531,8377,5.2,6646,170,45,249,87,249,578,"Verbal only (video)",adequate,pre-content,COMPLIANT,"B. longum promotes digestive wellness (insufficient evidence - no human RCT)",health_efficacy,No,None,0,2026-02-07,Alex Rivera (Ext.),RESOLVED,NONE,2026-02-11,No,"Influencer remediation tracking",CAMP-2026-015,Story,No,Yes,No
SUPP-1360,@probiotic_life,YouTube,2026-02-23,20:00:00,20456,7401,2.02,6819,505,201,222,77,184,289,"#sponsored in middle",inadequate,post-content or absent,NON-COMPLIANT,"Results Not Typical disclaimer applies (OBSOLETE safe harbor - abolished 2009)",general_wellness,No,§255.5,51744,2026-03-26,Alex Rivera (Ext.),OPEN,MONITORING,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-013,Short video (<60s),No,No,No
SUPP-1361,@wellnesswithjenna,Snapchat,2026-02-08,14:00:00,36536,6929,1.01,7193,56,31,88,77,209,157,"Paid collab sticker only",inadequate,post-content or absent,NON-COMPLIANT,"may help digestive comfort (PROHIBITED: 'may' + B. longum lacks RCT)",health_efficacy,No,§255.5,51744,2026-03-11,Sarah Chen,IN_REVIEW,OBTAIN LEGAL REVIEW,N/A,No,"Quarterly disclosure audit",CAMP-2026-003,Carousel,No,No,No
SUPP-1362,@wellnesswithjenna,YouTube,2026-02-08,10:00:00,68078,8624,4.11,7082,511,200,227,44,195,1170,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,§255.5,51744,2026-03-11,Jordan Ellis,IN_REVIEW,INFLUENCER NOTIFIED,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-015,Long video (>60s),No,No,No
SUPP-1363,@microbiome_maven,YouTube,2026-03-11,20:00:00,80934,32171,0.88,30249,1258,393,879,252,733,1889,"#ad first hashtag",adequate,pre-content,COMPLIANT,"Supports immune health (compliant with RCT)",health_efficacy,Yes,None,0,2026-03-14,Jordan Ellis,RESOLVED,NONE,2026-03-18,No,"Sarah Chen escalation review",CAMP-2026-007,Reel,No,No,Yes
SUPP-1364,@cleanwellness,Twitter/X,2026-02-13,15:00:00,63926,13412,1.85,10919,336,87,332,87,143,1202,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"No health claim made (compliant)",general_wellness,Yes,§255.5,51744,2026-03-16,Jordan Ellis,OPEN,UPDATE DISCLOSURE,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-005,Live session,No,No,No
SUPP-1365,@digestive_digest,LinkedIn,2026-02-27,16:30:00,58690,9892,4.62,9434,109,19,71,91,239,885,"#sponsored in middle",inadequate,post-content or absent,NON-COMPLIANT,"Vitamin D3 supports immune function (compliant - RCT supported)",health_efficacy,Yes,§255.5,51744,2026-03-28,Jordan Ellis,OPEN,INFLUENCER NOTIFIED,N/A,No,"Influencer remediation tracking",CAMP-2026-005,Reel,No,No,No
SUPP-1366,@fitandfueled,Reels,2026-03-06,16:15:00,78759,10413,2.86,8183,693,115,36,124,171,648,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,§255.5,51744,2026-03-09,Sarah Chen,OPEN,UPDATE DISCLOSURE,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-001,Live session,No,No,No
SUPP-1367,@supplementspro,Reels,2026-01-22,08:45:00,78635,9301,5.76,6607,667,270,276,106,274,1246,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-02-25,Casey Park,IN_REVIEW,ESCALATE TO CCO,N/A,No,"Quarterly disclosure audit",CAMP-2026-005,Blog post,Yes,No,No
SUPP-1368,@digestive_digest,Pinterest,2026-01-21,15:00:00,59594,28970,3.82,30761,734,145,709,418,1063,2554,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,§255.5,51744,2026-02-24,Jordan Ellis,IN_REVIEW,CONTRACT UPDATED,N/A,No,"Casey Park pre-launch clearance",CAMP-2026-012,Carousel,No,No,No
SUPP-1369,@wellnesswithjenna,YouTube,2026-02-05,09:30:00,30151,9859,3.97,9111,431,87,162,147,287,307,"#ad at post beginning",adequate,pre-content,COMPLIANT,"Doctor-Formulated for immunity (REQUIRES substantiation per revised audit letter)",general_wellness,No,None,0,2026-03-08,Alex Rivera (Ext.),RESOLVED,NONE,2026-03-12,No,"Casey Park pre-launch clearance",CAMP-2026-017,Reel,No,No,Yes
SUPP-1370,@nutriscience,Instagram Stories,2026-01-14,08:45:00,96499,14211,7.49,11078,551,291,270,21,426,1144,"#ad buried as last hashtag",inadequate,post-content or absent,NON-COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,§255.5,51744,2026-02-17,Sarah Chen,IN_REVIEW,UPDATE DISCLOSURE,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-005,Long video (>60s),No,No,Yes
SUPP-1371,@digestive_digest,LinkedIn,2026-02-02,14:00:00,114015,47121,5.95,42301,236,46,1107,469,1266,5377,"No disclosure (first post)",inadequate,post-content or absent,NON-COMPLIANT,"may help digestive comfort (PROHIBITED: 'may' + B. longum lacks RCT)",health_efficacy,No,§255.5,51744,2026-03-05,Casey Park,IN_REVIEW,REMOVE CLAIM,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-011,Podcast mention,No,No,No
SUPP-1372,@guthealth_guru,Snapchat,2026-02-07,22:30:00,21361,10334,4.68,9906,529,139,71,59,214,1254,"#ad first hashtag",adequate,pre-content,COMPLIANT,"preliminary research suggests (PROHIBITED)",general_wellness,No,None,0,2026-03-10,Sarah Chen,RESOLVED,NONE,2026-03-14,No,"Quarterly disclosure audit",CAMP-2026-019,Live session,No,No,Yes
SUPP-1373,@vitalitycoach,TikTok,2026-03-15,19:30:00,78390,35412,6.77,26948,2727,1346,313,348,1330,3481,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED: 'helps')",general_wellness,No,§255.5,51744,2026-03-18,Casey Park,IN_REVIEW,CONTRACT UPDATED,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-009,Live session,No,No,No
SUPP-1374,@guthealth_guru,Instagram Stories,2026-02-07,11:15:00,108130,43447,0.98,39911,1983,925,371,354,895,2367,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-03-10,Alex Rivera (Ext.),PENDING,REMOVE CLAIM,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-007,Blog post,Yes,No,No
SUPP-1375,@immunity_insider,Pinterest,2026-02-22,11:00:00,80898,34527,1.8,31949,2145,900,340,468,909,1853,"FTC compliant verbal + text",adequate,pre-content,COMPLIANT,"Science-backed probiotic formula (compliant general claim)",general_wellness,Yes,None,0,2026-03-25,Casey Park,RESOLVED,NONE,2026-03-28,No,"Influencer remediation tracking",CAMP-2026-014,Podcast mention,No,No,No
SUPP-1376,@microbiome_maven,TikTok,2026-02-16,15:00:00,36533,6224,7.21,4624,33,5,87,89,48,309,"No disclosure (first post)",inadequate,post-content or absent,NON-COMPLIANT,"B. longum promotes digestive wellness (insufficient evidence - no human RCT)",health_efficacy,No,§255.5,51744,2026-03-19,Casey Park,OPEN,UPDATE DISCLOSURE,N/A,No,"Post-CEO-retraction review round",CAMP-2026-016,Blog post,No,No,No
SUPP-1377,@nourishednaturally,YouTube,2026-03-23,08:00:00,48367,5113,2.29,4111,53,21,24,28,106,132,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"Helps strengthen immunity (PROHIBITED: 'helps')",general_wellness,No,§255.5,51744,2026-03-26,Casey Park,IN_REVIEW,ESCALATE TO CCO,N/A,No,"Post-CEO-retraction review round",CAMP-2026-019,Story,Yes,No,No
SUPP-1378,@cleanwellness,Twitter/X,2026-03-03,23:15:00,109121,20735,3.68,15984,1317,659,587,245,670,2168,"#ad buried as last hashtag",inadequate,post-content or absent,NON-COMPLIANT,"Results Not Typical disclaimer applies (OBSOLETE safe harbor - abolished 2009)",general_wellness,No,§255.5,51744,2026-03-06,Sarah Chen,IN_REVIEW,COMPLIANT - NO ACTION,N/A,No,"Sarah Chen escalation review",CAMP-2026-017,Carousel,No,No,Yes
SUPP-1379,@vitamindiary,LinkedIn,2026-01-28,20:00:00,37328,8631,4.77,7173,533,71,156,14,165,555,"#ad at post beginning",adequate,pre-content,COMPLIANT,"may help digestive comfort (PROHIBITED: 'may' + B. longum lacks RCT)",health_efficacy,No,None,0,2026-02-28,Casey Park,RESOLVED,NONE,2026-02-28,No,"Post-CEO-retraction review round",CAMP-2026-015,Live session,No,No,Yes
SUPP-1380,@immunity_insider,LinkedIn,2026-01-14,21:15:00,45461,22280,1.96,21720,713,243,566,49,249,3171,"Disclosure in bio only",inadequate,post-content or absent,NON-COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,§255.5,51744,2026-02-17,Sarah Chen,OPEN,ESCALATE TO CCO,N/A,No,"Influencer remediation tracking",CAMP-2026-016,Story,No,No,No
SUPP-1381,@guthealth_guru,Instagram,2026-02-14,13:15:00,95088,35760,7.14,29833,2296,1201,985,443,765,5075,"Paid collab sticker only",inadequate,post-content or absent,NON-COMPLIANT,"Gut health support tested in human trials (compliant)",general_wellness,Yes,§255.5,51744,2026-03-17,Casey Park,IN_REVIEW,OBTAIN LEGAL REVIEW,N/A,No,"Quarterly disclosure audit",CAMP-2026-002,Long video (>60s),No,No,No
SUPP-1382,@vitamindiary,Snapchat,2026-03-08,10:30:00,84553,32202,7.12,28494,2111,502,43,473,378,3723,"Paid collab sticker only",inadequate,post-content or absent,NON-COMPLIANT,"No health claim made (compliant)",general_wellness,Yes,§255.5,51744,2026-03-11,Alex Rivera (Ext.),PENDING,INFLUENCER NOTIFIED,N/A,No,"Quarterly disclosure audit",CAMP-2026-017,Podcast mention,No,No,No
SUPP-1383,@holistic_health_hub,Instagram Stories,2026-03-25,20:00:00,87486,33381,2.17,29628,1470,174,473,74,874,3266,"AD text overlay (video)",inadequate,post-content or absent,NON-COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,§255.5,51744,2026-03-28,Alex Rivera (Ext.),IN_REVIEW,REMOVE CLAIM,N/A,No,"Quarterly disclosure audit",CAMP-2026-004,Static image,No,No,No
SUPP-1384,@guthealth_guru,YouTube,2026-03-27,14:30:00,64461,12869,3.2,11881,705,106,251,113,253,1292,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,§255.5,51744,2026-03-28,Alex Rivera (Ext.),PENDING,OBTAIN LEGAL REVIEW,N/A,No,"Post-CEO-retraction review round",CAMP-2026-001,Reel,No,No,No
SUPP-1385,@supplementspro,Instagram,2026-01-10,15:45:00,79495,18511,3.03,17944,890,468,478,54,157,2597,"#sponsored in middle",inadequate,post-content or absent,NON-COMPLIANT,"Supports immune health (compliant with RCT)",health_efficacy,Yes,§255.5,51744,2026-02-13,Sarah Chen,IN_REVIEW,ESCALATE TO CCO,N/A,No,"Sarah Chen escalation review",CAMP-2026-011,Podcast mention,No,No,No
SUPP-1386,@nutriscience,Instagram,2026-01-05,22:30:00,40752,6184,2.77,6760,174,71,60,19,35,829,"#ad at post beginning",adequate,pre-content,COMPLIANT,"Doctor-Formulated for immunity (REQUIRES substantiation per revised audit letter)",general_wellness,No,None,0,2026-02-08,Alex Rivera (Ext.),RESOLVED,NONE,2026-02-12,No,"Quarterly disclosure audit",CAMP-2026-011,Reel,No,No,Yes
SUPP-1387,@supplementspro,TikTok,2026-01-25,11:30:00,72296,28163,3.58,22154,530,105,694,292,749,2182,"#ad buried as last hashtag",inadequate,post-content or absent,NON-COMPLIANT,"B. longum promotes digestive wellness (insufficient evidence - no human RCT)",health_efficacy,No,§255.5,51744,2026-02-28,Jordan Ellis,IN_REVIEW,CONTRACT UPDATED,N/A,No,"Post-update-1 compliance sweep",CAMP-2026-016,Static image,No,No,Yes
SUPP-1388,@wellnesswithjenna,Snapchat,2026-02-16,23:30:00,33963,15509,5.05,14265,675,117,164,39,506,454,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"Doctor recommended for gut wellness (REQUIRES expert disclosure §255.3)",general_wellness,No,§255.5,51744,2026-03-19,Alex Rivera (Ext.),PENDING,INFLUENCER NOTIFIED,N/A,No,"Influencer remediation tracking",CAMP-2026-009,Podcast mention,No,No,No
SUPP-1389,@digestive_digest,Reels,2026-01-27,12:15:00,77586,16263,3.91,17145,433,92,302,214,563,2361,"#sponsored in middle",inadequate,post-content or absent,NON-COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,§255.5,51744,2026-02-28,Alex Rivera (Ext.),OPEN,COMPLIANT - NO ACTION,N/A,No,"Quarterly disclosure audit",CAMP-2026-002,Story,No,No,No
SUPP-1390,@guthealth_guru,Instagram Stories,2026-01-02,21:00:00,94458,46234,6.34,37518,2029,214,1297,536,395,1180,"#ad first hashtag",adequate,pre-content,COMPLIANT,"No health claim made (compliant)",general_wellness,Yes,None,0,2026-02-05,Alex Rivera (Ext.),RESOLVED,NONE,2026-02-09,No,"Sarah Chen escalation review",CAMP-2026-007,Story,No,No,Yes
SUPP-1391,@vitamindiary,Twitter/X,2026-03-01,21:45:00,53793,26362,3.81,27087,1243,652,172,354,150,2400,"#gifted in hashtags",inadequate,post-content or absent,NON-COMPLIANT,"Results Not Typical disclaimer applies (OBSOLETE safe harbor - abolished 2009)",general_wellness,No,§255.5,51744,2026-03-04,Casey Park,PENDING,MONITORING,N/A,No,"Sarah Chen escalation review",CAMP-2026-008,Live session,No,No,No
SUPP-1392,@probiotic_life,Snapchat,2026-02-02,20:00:00,44164,19521,4.96,18944,1451,411,117,87,644,1821,"Disclosure at post end",inadequate,post-content or absent,NON-COMPLIANT,"Gut health support tested in human trials (compliant)",general_wellness,Yes,§255.5,51744,2026-03-05,Alex Rivera (Ext.),IN_REVIEW,UPDATE DISCLOSURE,N/A,No,"Quarterly disclosure audit",CAMP-2026-002,Static image,No,No,No
SUPP-1393,@nourishednaturally,Facebook,2026-01-04,11:45:00,50932,22674,6.35,22866,1100,369,64,333,494,1272,"No disclosure",inadequate,post-content or absent,NON-COMPLIANT,"promising results in gut health (PROHIBITED: 'promising')",general_wellness,No,§255.5,51744,2026-02-07,Jordan Ellis,PENDING,OBTAIN LEGAL REVIEW,N/A,No,"Influencer remediation tracking",CAMP-2026-010,Podcast mention,No,No,No
SUPP-1394,@probiotic_life,Instagram Stories,2026-03-22,07:30:00,104509,16897,5.51,11828,851,378,349,24,505,994,"Platform Paid Partnership only",inadequate,post-content or absent,NON-COMPLIANT,"may help immune function (PROHIBITED: 'may')",health_efficacy,No,§255.5,51744,2026-03-25,Casey Park,PENDING,MONITORING,N/A,No,"Sarah Chen escalation review",CAMP-2026-003,Reel,Yes,No,No
SUPP-1395,@digestive_digest,TikTok,2026-02-19,15:45:00,22777,8409,1.7,6997,566,259,99,114,196,688,"Ad: at beginning",adequate,pre-content,COMPLIANT,"Doctor-Formulated for immunity (REQUIRES substantiation per revised audit letter)",general_wellness,No,None,0,2026-03-22,Alex Rivera (Ext.),RESOLVED,NONE,2026-03-26,No,"Supplemental audit batch March 2026",CAMP-2026-010,Podcast mention,No,No,Yes
SUPP-1396,@digestive_digest,LinkedIn,2026-01-18,13:45:00,42764,20115,5.73,16039,1441,151,500,198,690,1598,"#ad first hashtag",adequate,pre-content,COMPLIANT,"Probiotic of choice for digestive health (compliant general claim)",general_wellness,Yes,None,0,2026-02-21,Alex Rivera (Ext.),RESOLVED,NONE,2026-02-25,No,"Supplemental audit batch March 2026",CAMP-2026-009,Story,No,No,Yes
SUPP-1397,@immunity_insider,Reels,2026-03-06,15:45:00,40040,20886,1.59,22723,526,173,71,185,129,1072,"#ad buried as last hashtag",inadequate,post-content or absent,NON-COMPLIANT,"initial pilot data shows gut improvement (PROHIBITED: 'initial' + 'pilot')",general_wellness,No,§255.5,51744,2026-03-09,Alex Rivera (Ext.),PENDING,MONITORING,N/A,No,"Supplemental audit batch March 2026",CAMP-2026-006,Podcast mention,No,No,Yes
